Song_ID,Song_Name,Artist,Genre,Sub_Genre,Tempo_BPM,Energy_Score,Danceability_Score,Valence_Score,Acousticness_Score,Instrumentalness_Score,Popularity_Score,Loudness_dB,Speechiness_Score,Liveness_Score,Duration_MS,Release_Year,Language,Sentiment_Label,Mood,Era
S031805,Song_31805,Black Sabbath,Classical,Contemporary,102,48,30,9,95,67,51,-7,54,65,334425,2010,German,Neutral,Peaceful,2010s
S031806,Song_31806,Justice,Electronic,Drum & Bass,120,94,86,90,11,48,82,-15,76,48,326581,2023,Japanese,Euphoric,Ecstatic,2020s
S031807,Song_31807,Disclosure,Jazz,Fusion,134,55,54,7,21,5,79,-55,17,44,159791,2022,Hindi,Neutral,Peaceful,2020s
S031808,Song_31808,Deadmau5,R&B,Neo Soul,121,83,52,99,61,35,33,-31,4,85,345314,1955,Spanish,Euphoric,Ecstatic,50s-Early
S031809,Song_31809,Billie Eilish,Hip-Hop,Trap,149,62,46,85,43,23,25,-25,21,98,238682,1993,Spanish,Neutral,Peaceful,90s
S031810,Song_31810,Anuel AA,Pop,Latin Pop,112,49,50,40,61,6,42,-60,41,39,222884,1950,Hindi,Neutral,Peaceful,50s-Early
S031811,Song_31811,Post Malone,R&B,Alternative R&B,105,71,73,51,69,39,88,-46,30,43,218826,2021,Spanish,Neutral,Peaceful,2020s
S031812,Song_31812,Camila Cabello,Jazz,Cool Jazz,141,54,67,82,32,11,20,-9,44,86,191048,1970,Arabic,Neutral,Peaceful,70s
S031813,Song_31813,Disclosure,Classical,Romantic,74,37,26,44,99,97,99,-7,1,6,247389,1998,English,Neutral,Peaceful,90s
S031814,Song_31814,Daft Punk,Rock,Classic Rock,90,84,40,20,40,40,86,-40,49,57,220788,1975,Hindi,Angry,Aggressive,70s
S031815,Song_31815,Justice,Pop,Latin Pop,77,62,65,91,28,34,27,-28,21,88,400859,2003,Korean,Neutral,Peaceful,2000s
S031816,Song_31816,Martin Garrix,Classical,Baroque,50,39,12,9,81,71,100,-47,63,3,379360,2005,French,Sad,Melancholic,2000s
S031817,Song_31817,Stray Kids,Rock,Alternative Rock,102,41,58,31,29,9,46,-50,99,13,197962,1963,English,Sad,Melancholic,60s
S031818,Song_31818,Daniel Caesar,Metal,Heavy Metal,159,81,34,84,2,31,59,-31,26,34,343229,2016,French,Euphoric,Ecstatic,2010s
S031819,Song_31819,Slipknot,Classical,Romantic,77,23,19,90,98,62,39,-50,31,52,99513,1982,Arabic,Relaxed,Calm,80s
S031820,Song_31820,Jay-Z,Pop,Indie Pop,136,53,67,46,31,15,51,-6,98,90,374321,1955,Portuguese,Neutral,Peaceful,50s-Early
S031821,Song_31821,BTS,Pop,Indie Pop,119,84,49,82,24,5,88,-37,49,63,97205,2020,English,Euphoric,Ecstatic,2020s
S031822,Song_31822,The Rolling Stones,Jazz,Cool Jazz,77,72,68,56,67,27,88,-35,77,37,124434,1984,English,Neutral,Peaceful,80s
S031823,Song_31823,Slayer,R&B,Neo Soul,86,88,50,76,33,10,93,-45,88,40,209696,2023,Hindi,Euphoric,Ecstatic,2020s
S031824,Song_31824,Beyoncé,Hip-Hop,Drill,102,62,43,62,16,15,69,-11,37,1,251705,1950,Japanese,Neutral,Peaceful,50s-Early
S031825,Song_31825,Davido,Country,Outlaw Country,78,56,62,63,23,17,69,-50,55,48,326296,1989,Hindi,Neutral,Peaceful,80s
S031826,Song_31826,Brent Faiyaz,Metal,Death Metal,169,81,32,99,9,25,90,-48,11,7,150776,1974,English,Euphoric,Ecstatic,70s
S031827,Song_31827,Lil Baby,Hip-Hop,Conscious Hip-Hop,83,40,65,32,15,40,81,-52,54,46,326323,1997,Japanese,Sad,Melancholic,90s
S031828,Song_31828,Disclosure,Latin,Bachata,145,45,53,78,22,8,92,-8,16,26,201371,1990,Italian,Romantic,Passionate,90s
S031829,Song_31829,Deadmau5,Pop,Dance-pop,145,45,46,48,41,44,57,-59,43,55,244694,2019,Italian,Neutral,Peaceful,2010s
S031830,Song_31830,The Chemical Brothers,Electronic,Trance,119,70,66,3,29,41,44,-56,10,27,281949,2001,Italian,Neutral,Peaceful,2000s
S031831,Song_31831,Shatta Wale,Pop,K-Pop,146,63,82,30,42,46,27,-57,18,93,142014,1968,French,Neutral,Peaceful,60s
S031832,Song_31832,Nirvana,Classical,Baroque,114,43,10,69,76,66,92,-58,10,66,299884,1990,Italian,Romantic,Passionate,90s
S031833,Song_31833,Hans Zimmer,Latin,Bossa Nova,109,49,66,82,19,9,40,-56,11,11,372155,2017,Hindi,Romantic,Passionate,2010s
S031834,Song_31834,Burna Boy,Pop,Latin Pop,118,82,76,33,16,34,57,-28,68,23,141789,1992,Italian,Energetic,Powerful,90s
S031835,Song_31835,Yiruma,Metal,Progressive Metal,183,92,51,62,23,36,91,-45,66,29,170189,1952,Portuguese,Energetic,Powerful,50s-Early
S031836,Song_31836,Mozart,Classical,Film Score,116,52,19,33,91,82,44,-29,53,53,379900,1988,English,Neutral,Peaceful,80s
S031837,Song_31837,EXO,Afro,Afrohouse,87,81,49,76,39,26,64,-19,68,54,189495,2012,Italian,Euphoric,Ecstatic,2010s
S031838,Song_31838,Justice,Electronic,Trance,114,84,75,24,11,75,88,-39,78,95,409473,1979,Korean,Angry,Aggressive,70s
S031839,Song_31839,Justin Bieber,Classical,Film Score,99,56,32,61,89,85,82,-25,81,71,397502,1960,Arabic,Neutral,Peaceful,60s
S031840,Song_31840,Eminem,R&B,Alternative R&B,98,77,45,25,28,38,95,-11,26,5,247753,1996,Arabic,Neutral,Peaceful,90s
S031841,Song_31841,Ella Fitzgerald,Country,Americana,91,70,43,77,63,45,35,-10,27,30,239440,2000,Japanese,Happy,Joyful,2000s
S031842,Song_31842,Kendrick Lamar,Electronic,Dubstep,121,75,66,74,5,64,94,-15,17,57,255771,1959,Portuguese,Happy,Joyful,50s-Early
S031843,Song_31843,Disclosure,Classical,Minimalist,115,48,15,13,98,86,61,-28,88,22,382218,1950,Korean,Neutral,Peaceful,50s-Early
S031844,Song_31844,Bach,Country,Americana,134,63,82,3,60,42,69,-47,57,55,360935,1956,Italian,Neutral,Peaceful,50s-Early
S031845,Song_31845,Foo Fighters,Rock,Alternative Rock,77,44,41,30,32,46,48,-6,1,42,234363,1995,French,Sad,Melancholic,90s
S031846,Song_31846,Lady Gaga,Afro,Highlife,135,59,81,32,68,41,47,-27,69,18,197505,1997,Spanish,Neutral,Peaceful,90s
S031847,Song_31847,Nicki Minaj,Jazz,Fusion,155,52,51,97,52,15,43,-43,21,43,203642,2018,Arabic,Neutral,Peaceful,2010s
S031848,Song_31848,Slipknot,Jazz,Smooth Jazz,125,50,55,26,50,33,74,-24,57,100,93383,1956,Korean,Neutral,Peaceful,50s-Early
S031849,Song_31849,Skrillex,Pop,Indie Pop,89,86,53,27,51,32,81,-59,85,64,374013,2010,Korean,Energetic,Powerful,2010s
S031850,Song_31850,Chopin,Jazz,Fusion,118,87,52,55,14,46,38,-5,100,93,238465,2009,Italian,Energetic,Powerful,2000s
S031851,Song_31851,Dolly Parton,Rock,Progressive Rock,80,62,46,30,39,49,23,-34,68,29,256218,2018,English,Neutral,Peaceful,2010s
S031852,Song_31852,Nirvana,Rock,Alternative Rock,82,62,62,19,29,43,81,-30,6,12,212515,1962,English,Neutral,Peaceful,60s
S031853,Song_31853,Stray Kids,Jazz,Avant-Garde Jazz,133,76,82,46,34,44,44,-51,85,69,104604,1963,Hindi,Neutral,Peaceful,60s
S031854,Song_31854,Avenged Sevenfold,R&B,Alternative R&B,103,80,49,61,10,49,33,-10,1,86,219027,2022,French,Neutral,Peaceful,2020s
S031855,Song_31855,NCT,Country,Bluegrass,114,41,72,55,38,41,50,-48,25,74,114272,1980,Portuguese,Neutral,Peaceful,80s
S031856,Song_31856,Chris Stapleton,Rock,Hard Rock,158,41,77,75,63,5,49,-26,38,96,239028,1952,Italian,Romantic,Passionate,50s-Early
S031857,Song_31857,Kendrick Lamar,Metal,Progressive Metal,185,87,24,21,11,12,88,-25,65,71,306332,1993,English,Angry,Aggressive,90s
S031858,Song_31858,Dua Lipa,Metal,Metalcore,196,98,45,51,1,17,51,-39,52,67,390141,1996,Spanish,Energetic,Powerful,90s
S031859,Song_31859,Dolly Parton,Pop,K-Pop,75,81,42,5,43,15,36,-10,82,5,136647,1959,English,Angry,Aggressive,50s-Early
S031860,Song_31860,Kacey Musgraves,R&B,Alternative R&B,107,86,41,60,28,22,46,-6,36,57,108757,2010,French,Energetic,Powerful,2010s
S031861,Song_31861,Dolly Parton,Jazz,Avant-Garde Jazz,89,46,56,30,32,33,33,-47,27,66,100082,2022,Arabic,Neutral,Peaceful,2020s
S031862,Song_31862,Daft Punk,Classical,Film Score,41,46,23,32,84,69,47,-32,74,17,358248,2012,Arabic,Neutral,Peaceful,2010s
S031863,Song_31863,Bruno Mars,Afro,Afrobeats,88,48,63,45,29,37,32,-48,15,67,397283,2020,Japanese,Neutral,Peaceful,2020s
S031864,Song_31864,Travis Scott,R&B,Contemporary R&B,105,81,60,96,69,32,29,-38,9,62,117912,1977,French,Euphoric,Ecstatic,70s
S031865,Song_31865,Metallica,Metal,Death Metal,131,82,58,97,23,5,20,-31,59,11,336582,1970,German,Euphoric,Ecstatic,70s
S031866,Song_31866,Anuel AA,Country,Folk,97,69,69,7,64,9,52,-55,4,17,322905,2004,English,Neutral,Peaceful,2000s
S031867,Song_31867,The Weeknd,Afro,Reggae,149,60,58,27,37,40,89,-18,89,34,369132,1977,Arabic,Neutral,Peaceful,70s
S031868,Song_31868,Max Richter,Latin,Salsa,120,89,40,67,46,46,47,-58,73,56,203010,1991,English,Happy,Joyful,90s
S031869,Song_31869,Arctic Monkeys,R&B,Neo Soul,138,80,52,61,12,28,65,-35,36,40,275389,1998,Portuguese,Neutral,Peaceful,90s
S031870,Song_31870,Snoop Dogg,Hip-Hop,Boom Bap,127,85,76,9,44,39,88,-42,1,25,97743,2011,Hindi,Angry,Aggressive,2010s
S031871,Song_31871,Lil Nas X,Country,Country Pop,105,85,79,45,54,40,58,-38,76,37,137537,1970,Spanish,Energetic,Powerful,70s
S031872,Song_31872,David Guetta,Country,Outlaw Country,137,58,78,94,58,15,34,-53,46,74,151209,1955,Italian,Neutral,Peaceful,50s-Early
S031873,Song_31873,Beyoncé,Electronic,Drum & Bass,116,81,63,27,27,49,57,-60,66,85,169564,2003,Korean,Energetic,Powerful,2000s
S031874,Song_31874,Justice,Jazz,Bebop,77,50,69,61,26,11,55,-48,83,5,206672,1998,Arabic,Neutral,Peaceful,90s
S031875,Song_31875,The Killers,Latin,Bachata,112,43,76,22,24,48,29,-43,75,96,94702,1955,English,Sad,Melancholic,50s-Early
S031876,Song_31876,SZA,Afro,Afrohouse,94,59,63,27,15,17,66,-20,66,19,375497,1953,Hindi,Neutral,Peaceful,50s-Early
S031877,Song_31877,Coldplay,Metal,Death Metal,157,90,57,96,18,49,80,-57,57,71,108142,1958,French,Euphoric,Ecstatic,50s-Early
S031878,Song_31878,Hans Zimmer,Classical,Minimalist,100,45,16,77,88,80,39,-16,89,72,197586,2012,Arabic,Romantic,Passionate,2010s
S031879,Song_31879,Louis Armstrong,Rock,Indie Rock,150,59,48,62,64,22,83,-28,13,95,344011,2000,German,Neutral,Peaceful,2000s
S031880,Song_31880,The Chemical Brothers,Hip-Hop,Cloud Rap,151,40,55,15,20,11,79,-33,65,46,179208,1962,Japanese,Sad,Melancholic,60s
S031881,Song_31881,Luke Combs,Electronic,House,120,94,80,12,7,56,24,-48,43,49,227434,1981,Italian,Angry,Aggressive,80s
S031882,Song_31882,Camila Cabello,Electronic,Synthwave,131,94,92,53,5,36,88,-38,51,15,369838,1972,Japanese,Energetic,Powerful,70s
S031883,Song_31883,DaBaby,Afro,Reggae,143,69,79,48,12,29,42,-12,65,49,317861,2009,Arabic,Neutral,Peaceful,2000s
S031884,Song_31884,Eminem,R&B,Alternative R&B,144,69,66,84,28,46,65,-54,37,89,291562,2006,Hindi,Happy,Joyful,2000s
S031885,Song_31885,Summer Walker,Pop,K-Pop,125,83,48,7,38,6,51,-18,0,43,135296,1955,French,Angry,Aggressive,50s-Early
S031886,Song_31886,Black Sabbath,Rock,Indie Rock,106,89,68,68,17,19,69,-47,16,67,360180,2008,French,Happy,Joyful,2000s
S031887,Song_31887,Beyoncé,Metal,Metalcore,170,80,49,45,18,17,71,-44,92,57,150129,1980,Portuguese,Neutral,Peaceful,80s
S031888,Song_31888,Lady Gaga,Afro,Highlife,155,50,53,77,46,46,54,-32,72,21,249467,1964,Portuguese,Neutral,Peaceful,60s
S031889,Song_31889,Yiruma,Hip-Hop,Boom Bap,81,88,60,72,38,13,51,-11,8,38,219073,1994,Hindi,Happy,Joyful,90s
S031890,Song_31890,Ludovico Einaudi,Hip-Hop,Drill,145,80,58,35,30,41,76,-37,83,30,147772,1978,Italian,Neutral,Peaceful,70s
S031891,Song_31891,Snoop Dogg,Latin,Latin Trap,156,57,56,70,50,36,23,-35,53,6,214729,1990,Korean,Neutral,Peaceful,90s
S031892,Song_31892,Deadmau5,Metal,Death Metal,157,94,47,83,14,8,78,-27,52,16,219966,1959,Japanese,Euphoric,Ecstatic,50s-Early
S031893,Song_31893,Ghost,Classical,Romantic,79,37,30,58,76,74,81,-52,56,10,92288,1967,Portuguese,Neutral,Peaceful,60s
S031894,Song_31894,Ella Fitzgerald,Country,Folk,120,44,60,72,63,18,78,-28,27,82,142740,1999,Japanese,Romantic,Passionate,90s
S031895,Song_31895,David Guetta,Pop,J-Pop,154,89,82,23,37,46,89,-12,4,73,180422,2014,Portuguese,Angry,Aggressive,2010s
S031896,Song_31896,Kacey Musgraves,Electronic,Trance,127,81,70,6,8,46,76,-10,69,31,172462,1982,Japanese,Angry,Aggressive,80s
S031897,Song_31897,J. Cole,Electronic,House,120,93,75,51,12,85,45,-46,86,45,238061,2013,Italian,Energetic,Powerful,2010s
S031898,Song_31898,The Lumineers,Jazz,Bebop,101,57,66,54,63,26,62,-57,51,99,183969,1986,German,Neutral,Peaceful,80s
S031899,Song_31899,Kanye West,Classical,Film Score,116,21,39,87,78,98,43,-27,98,81,322623,1995,Spanish,Relaxed,Calm,90s
S031900,Song_31900,Johnny Cash,Jazz,Bebop,117,64,49,74,14,6,42,-9,11,50,188411,1960,Spanish,Neutral,Peaceful,60s
S031901,Song_31901,BTS,Metal,Heavy Metal,199,81,51,33,10,35,86,-30,25,19,123682,2007,Portuguese,Energetic,Powerful,2000s
S031902,Song_31902,The Killers,Pop,Indie Pop,99,83,51,98,26,13,28,-30,6,84,191206,1995,Korean,Euphoric,Ecstatic,90s
S031903,Song_31903,Daft Punk,Pop,Latin Pop,80,82,81,28,27,45,74,-56,29,65,363329,1964,Spanish,Energetic,Powerful,60s
S031904,Song_31904,Hans Zimmer,Hip-Hop,Mumble Rap,151,81,45,42,65,16,65,-11,19,69,343914,1951,Korean,Energetic,Powerful,50s-Early
S031905,Song_31905,Kanye West,Electronic,House,125,83,65,64,26,31,56,-50,5,89,373320,1977,Korean,Energetic,Powerful,70s
S031906,Song_31906,System Of A Down,Rock,Indie Rock,79,79,48,36,35,47,43,-33,97,0,220320,2019,English,Neutral,Peaceful,2010s
S031907,Song_31907,ODESZA,Pop,Synthpop,138,55,60,81,28,9,71,-45,52,70,173366,2005,Hindi,Neutral,Peaceful,2000s
S031908,Song_31908,Pantera,Latin,Bossa Nova,120,43,49,14,33,26,54,-5,57,21,394373,1999,Hindi,Sad,Melancholic,90s
S031909,Song_31909,Rihanna,Rock,Classic Rock,100,83,73,71,66,22,42,-10,44,75,393015,2013,Japanese,Happy,Joyful,2010s
S031910,Song_31910,Slayer,Metal,Metalcore,195,81,50,57,17,31,98,-46,38,54,268024,1997,English,Energetic,Powerful,90s
S031911,Song_31911,Jhené Aiko,Pop,Indie Pop,122,75,51,54,65,43,51,-13,69,84,380678,2014,English,Neutral,Peaceful,2010s
S031912,Song_31912,Tyler The Creator,Hip-Hop,Cloud Rap,90,80,43,75,55,22,90,-51,35,29,118083,1970,Spanish,Happy,Joyful,70s
S031913,Song_31913,The Weeknd,Rock,Classic Rock,99,44,41,37,56,38,63,-26,70,67,158032,1985,Portuguese,Neutral,Peaceful,80s
S031914,Song_31914,Ozuna,Jazz,Bebop,119,74,84,27,54,39,64,-46,34,0,288883,1965,Spanish,Neutral,Peaceful,60s
S031915,Song_31915,Flume,Afro,Reggae,110,59,64,99,50,28,95,-60,1,24,345203,1989,Hindi,Neutral,Peaceful,80s
S031916,Song_31916,Taylor Swift,Classical,Film Score,98,51,13,43,74,74,84,-26,6,73,163852,1962,English,Neutral,Peaceful,60s
S031917,Song_31917,Coldplay,Rock,Hard Rock,143,55,78,27,10,25,73,-21,98,98,386632,1979,French,Neutral,Peaceful,70s
S031918,Song_31918,Drake,Rock,Alternative Rock,81,44,48,16,12,17,63,-39,46,20,335711,1994,Italian,Sad,Melancholic,90s
S031919,Song_31919,Khalid,Electronic,Dubstep,129,80,84,77,37,54,24,-34,96,12,110633,1950,Italian,Euphoric,Ecstatic,50s-Early
S031920,Song_31920,Ennio Morricone,Pop,K-Pop,152,43,55,36,27,6,71,-20,63,53,343845,1981,Portuguese,Neutral,Peaceful,80s
S031921,Song_31921,Yiruma,R&B,Contemporary R&B,98,79,67,81,25,16,99,-55,9,69,97576,1961,French,Euphoric,Ecstatic,60s
S031922,Song_31922,Ludovico Einaudi,R&B,Neo Soul,100,84,82,26,61,25,87,-45,59,2,210190,2013,Spanish,Energetic,Powerful,2010s
S031923,Song_31923,The Killers,Country,Country Pop,82,83,82,44,43,24,21,-31,61,56,271253,2000,Spanish,Energetic,Powerful,2000s
S031924,Song_31924,Zac Brown Band,Country,Outlaw Country,92,82,62,82,19,39,39,-44,46,79,281897,1957,English,Euphoric,Ecstatic,50s-Early
S031925,Song_31925,Deadmau5,Pop,J-Pop,146,47,47,39,56,28,76,-33,19,36,385748,2015,German,Neutral,Peaceful,2010s
S031926,Song_31926,Yiruma,Jazz,Cool Jazz,157,40,48,91,52,48,58,-21,43,42,375145,1952,French,Romantic,Passionate,50s-Early
S031927,Song_31927,Duke Ellington,R&B,Alternative R&B,143,62,83,1,52,17,62,-18,71,72,195677,1970,German,Neutral,Peaceful,70s
S031928,Song_31928,Olivia Rodrigo,Latin,Latin Trap,153,40,68,84,20,27,44,-34,91,89,107512,1951,German,Romantic,Passionate,50s-Early
S031929,Song_31929,Nicki Minaj,Country,Americana,78,63,45,32,22,33,96,-23,62,82,408059,1951,English,Neutral,Peaceful,50s-Early
S031930,Song_31930,Davido,Country,Country Pop,159,72,54,55,42,15,79,-59,47,54,114215,1972,French,Neutral,Peaceful,70s
S031931,Song_31931,Khalid,Latin,Salsa,115,86,43,11,64,47,51,-59,59,26,138665,2017,Italian,Angry,Aggressive,2010s
S031932,Song_31932,Snoop Dogg,Classical,Baroque,59,28,34,25,74,84,28,-40,92,13,208185,1986,German,Sad,Melancholic,80s
S031933,Song_31933,BLACKPINK,Jazz,Bebop,97,62,81,21,42,42,47,-57,42,86,300596,1962,Italian,Neutral,Peaceful,60s
S031934,Song_31934,Hans Zimmer,Electronic,Dubstep,120,87,77,2,21,53,70,-53,24,18,150270,2016,Japanese,Angry,Aggressive,2010s
S031935,Song_31935,Imagine Dragons,Electronic,Trance,129,76,92,34,39,48,55,-41,4,44,154093,1966,Italian,Neutral,Peaceful,60s
S031936,Song_31936,David Guetta,Latin,Bachata,75,87,42,11,47,21,38,-38,10,35,168121,1953,English,Angry,Aggressive,50s-Early
S031937,Song_31937,Charlie Parker,Afro,Afrobeats,122,67,80,1,18,48,29,-52,70,25,175843,1993,Portuguese,Neutral,Peaceful,90s
S031938,Song_31938,J. Cole,Latin,Salsa,143,53,82,68,34,20,51,-50,9,80,367046,1995,Korean,Neutral,Peaceful,90s
S031939,Song_31939,Kacey Musgraves,Hip-Hop,Boom Bap,85,57,78,89,55,16,28,-28,6,21,297005,1986,Italian,Neutral,Peaceful,80s
S031940,Song_31940,Kygo,Afro,Highlife,157,79,55,95,34,47,63,-10,85,48,105805,1957,English,Euphoric,Ecstatic,50s-Early
S031941,Song_31941,Ed Sheeran,Rock,Alternative Rock,103,77,45,69,52,10,52,-46,10,11,416547,1957,Spanish,Happy,Joyful,50s-Early
S031942,Song_31942,The Lumineers,Afro,Afrohouse,111,49,50,74,37,16,79,-43,24,63,179854,1957,Arabic,Romantic,Passionate,50s-Early
S031943,Song_31943,SZA,Jazz,Fusion,111,61,73,84,68,33,20,-38,61,5,194857,2011,French,Neutral,Peaceful,2010s
S031944,Song_31944,Mr Eazi,Afro,Afrohouse,106,54,56,54,20,30,85,-19,25,20,287559,2011,Japanese,Neutral,Peaceful,2010s
S031945,Song_31945,Ozuna,Jazz,Avant-Garde Jazz,159,66,83,18,52,31,34,-14,45,66,196328,1955,Korean,Neutral,Peaceful,50s-Early
S031946,Song_31946,Post Malone,Electronic,House,130,81,81,34,21,55,23,-9,65,91,218309,2001,Portuguese,Energetic,Powerful,2000s
S031947,Song_31947,Bruno Mars,Country,Folk,142,68,49,30,41,19,21,-30,100,24,327254,1970,French,Neutral,Peaceful,70s
S031948,Song_31948,Radiohead,Latin,Latin Trap,116,61,50,66,40,44,98,-15,79,3,139615,2008,Italian,Neutral,Peaceful,2000s
S031949,Song_31949,Beethoven,Metal,Death Metal,195,89,29,0,10,5,82,-44,4,69,210726,1997,Hindi,Angry,Aggressive,90s
S031950,Song_31950,Tyler The Creator,Jazz,Bebop,80,72,78,5,53,25,40,-8,65,15,96332,1966,French,Angry,Aggressive,60s
S031951,Song_31951,Metallica,Metal,Heavy Metal,129,94,41,97,14,19,47,-49,76,30,111744,2002,French,Euphoric,Ecstatic,2000s
S031952,Song_31952,Megadeth,Jazz,Smooth Jazz,82,70,83,21,11,12,74,-5,63,76,348753,2004,Arabic,Neutral,Peaceful,2000s
S031953,Song_31953,Iron Maiden,Afro,Highlife,146,56,40,98,17,13,88,-44,54,60,395039,2009,Arabic,Neutral,Peaceful,2000s
S031954,Song_31954,System Of A Down,R&B,Funk,91,44,82,33,33,46,48,-52,85,62,139312,1981,German,Sad,Melancholic,80s
S031955,Song_31955,Megadeth,Rock,Hard Rock,99,81,48,44,28,40,96,-49,94,13,242801,1973,Korean,Energetic,Powerful,70s
S031956,Song_31956,Eminem,Jazz,Avant-Garde Jazz,156,89,57,2,64,28,45,-43,41,22,171253,1976,Spanish,Angry,Aggressive,70s
S031957,Song_31957,Queen,Latin,Reggaeton,80,72,79,25,41,37,60,-59,98,8,104379,1970,Portuguese,Neutral,Peaceful,70s
S031958,Song_31958,Megadeth,Hip-Hop,Trap,145,56,74,3,25,11,30,-38,62,31,323466,1980,English,Neutral,Peaceful,80s
S031959,Song_31959,Olivia Rodrigo,Classical,Baroque,80,39,21,79,85,83,73,-55,26,1,325039,1953,German,Romantic,Passionate,50s-Early
S031960,Song_31960,Daft Punk,Metal,Progressive Metal,181,93,54,31,14,20,84,-22,37,89,259918,1966,Korean,Energetic,Powerful,60s
S031961,Song_31961,Rauw Alejandro,Latin,Reggaeton,76,68,68,23,69,8,76,-5,46,75,101067,1977,Korean,Neutral,Peaceful,70s
S031962,Song_31962,Megan Thee Stallion,Pop,Synthpop,75,40,71,77,52,5,41,-33,78,70,180020,2010,French,Romantic,Passionate,2010s
S031963,Song_31963,Foo Fighters,Latin,Bachata,103,88,41,44,41,17,48,-30,71,38,400941,2011,German,Energetic,Powerful,2010s
S031964,Song_31964,Khalid,Rock,Punk Rock,75,44,64,76,43,12,54,-51,89,37,185110,1972,Hindi,Romantic,Passionate,70s
S031965,Song_31965,ODESZA,Pop,Electropop,130,80,65,79,60,41,100,-12,74,22,93878,2005,Spanish,Euphoric,Ecstatic,2000s
S031966,Song_31966,ITZY,R&B,Alternative R&B,81,53,43,95,61,31,57,-23,98,68,202801,2020,Italian,Neutral,Peaceful,2020s
S031967,Song_31967,The Lumineers,Latin,Latin Trap,131,47,74,28,21,8,66,-32,78,76,252970,1997,Portuguese,Neutral,Peaceful,90s
S031968,Song_31968,H.E.R.,Afro,Afrobeats,110,52,76,15,22,34,94,-37,16,35,276606,1972,Spanish,Neutral,Peaceful,70s
S031969,Song_31969,Hans Zimmer,Metal,Progressive Metal,166,92,54,42,14,46,98,-54,45,11,199410,1961,Arabic,Energetic,Powerful,60s
S031970,Song_31970,John Williams,Afro,Afrobeats,81,78,55,26,58,39,62,-52,58,94,404705,2019,French,Neutral,Peaceful,2010s
S031971,Song_31971,Shakira,Afro,Afrohouse,107,84,74,100,59,29,64,-21,96,62,244842,1997,German,Euphoric,Ecstatic,90s
S031972,Song_31972,Doja Cat,Metal,Heavy Metal,178,81,42,70,12,28,80,-18,17,29,205266,1980,German,Happy,Joyful,80s
S031973,Song_31973,Coldplay,Jazz,Fusion,113,48,52,5,66,6,32,-33,27,79,409067,1963,Japanese,Neutral,Peaceful,60s
S031974,Song_31974,Cardi B,Afro,Afrohouse,112,84,40,66,47,44,22,-19,39,29,140767,1965,Spanish,Happy,Joyful,60s
S031975,Song_31975,Wizkid,Rock,Hard Rock,130,69,74,85,10,33,76,-21,27,20,151707,2022,English,Happy,Joyful,2020s
S031976,Song_31976,Katy Perry,Latin,Bossa Nova,133,57,75,8,60,39,78,-30,42,20,287663,1966,French,Neutral,Peaceful,60s
S031977,Song_31977,The Beatles,Country,Country Pop,102,78,66,76,52,38,23,-57,9,88,152709,1994,Spanish,Euphoric,Ecstatic,90s
S031978,Song_31978,Slayer,Rock,Alternative Rock,155,54,61,41,52,30,65,-25,56,73,239551,1985,Japanese,Neutral,Peaceful,80s
S031979,Song_31979,J Balvin,Latin,Reggaeton,93,49,83,13,58,40,93,-23,71,54,93299,1984,Portuguese,Neutral,Peaceful,80s
S031980,Song_31980,Charlie Parker,R&B,Contemporary R&B,124,40,58,84,10,45,78,-57,76,77,360013,1973,English,Romantic,Passionate,70s
S031981,Song_31981,Travis Scott,Electronic,Ambient,129,84,62,20,33,56,51,-50,22,0,108029,2000,Portuguese,Angry,Aggressive,2000s
S031982,Song_31982,The Killers,Pop,K-Pop,156,42,58,57,60,10,60,-25,75,38,159952,1962,German,Neutral,Peaceful,60s
S031983,Song_31983,System Of A Down,Classical,Minimalist,42,31,26,22,74,62,87,-37,10,71,101358,2001,Portuguese,Sad,Melancholic,2000s
S031984,Song_31984,Green Day,Metal,Metalcore,153,95,49,36,2,31,89,-36,59,51,297483,1968,Italian,Energetic,Powerful,60s
S031985,Song_31985,Chris Stapleton,Metal,Heavy Metal,163,82,49,0,4,19,26,-19,62,95,109533,1971,Portuguese,Angry,Aggressive,70s
S031986,Song_31986,Flume,Electronic,Drum & Bass,114,74,80,10,7,33,59,-15,38,86,318420,1998,French,Angry,Aggressive,90s
S031987,Song_31987,Ludovico Einaudi,Latin,Bossa Nova,102,66,63,69,16,49,80,-16,40,64,301795,1993,English,Happy,Joyful,90s
S031988,Song_31988,Marshmello,Electronic,Trance,136,89,94,49,9,38,79,-20,21,37,344523,1961,Spanish,Energetic,Powerful,60s
S031989,Song_31989,Hans Zimmer,Latin,Bossa Nova,119,61,42,25,47,46,43,-48,2,4,237157,1975,English,Neutral,Peaceful,70s
S031990,Song_31990,Louis Armstrong,Jazz,Bebop,76,71,71,30,36,26,20,-40,28,78,163444,1967,Italian,Neutral,Peaceful,60s
S031991,Song_31991,Linkin Park,Afro,Highlife,109,81,59,18,46,5,85,-28,24,24,249202,2015,Hindi,Angry,Aggressive,2010s
S031992,Song_31992,Ed Sheeran,Latin,Salsa,148,55,66,73,62,36,29,-42,49,1,101701,1985,Japanese,Neutral,Peaceful,80s
S031993,Song_31993,Lil Nas X,Afro,Highlife,119,59,51,89,50,12,44,-56,82,67,372233,1965,Korean,Neutral,Peaceful,60s
